BirthPressure,Age,Mcstar
6803.574767868883,10.12862264789872,37660.83203125
4923.872448957214,10.747218852528901,16079.6787109375
12810.473042597434,3.5427336663832563,21508.4609375
7903.8515847062035,12.006793086083007,37388.0234375
5218.660773553376,10.923471385484053,42025.55078125
121810.8184732742,12.679766887385805,731769.75
17009.170932569952,9.477501700584007,107047.6875
7212.767522086971,4.184162927390286,16608.998046875
2170.2611352284525,6.484442526773598,13085.6845703125
3433.504376999789,10.05551454031168,28991.71875
19999.262095447342,12.63773254088198,161048.3125
10408.421739513418,12.795142560375051,26895.86328125
1822.4734046425735,8.062923505795972,12816.966796875
6368.535367622671,10.530633807486362,32622.521484375
8640.051449343047,11.745325037573918,53521.4765625
3304150.242289416,5.846280796864123,2705676032.0
2453.0199796993393,7.044185110606679,14130.9833984375
5439837.9130836995,11.894219154077193,1064531648.0
70895.87530271788,11.591090292133645,673188.125
5551.566108384759,8.453901876745016,22271.62109375
2494.8707913625917,7.012986412008853,14433.912109375
75903.91465232345,10.05086312120126,365032.6875
4453.441739039785,7.488843531215926,17573.44921875
114057.88636093722,11.999573713561094,851741.8125
60130.396212658154,0.3040724189132451,944214.5625
515723.617293613,6.311546639570467,88716832.0
20174.163963444535,5.736712740759753,312184.59375
4694.345452817428,10.643090907713866,40635.68359375
574.4923878655916,5.4345013677041685,860.0887451171875
4111.815497376497,1.3166598283847328,4638.853515625
2703.9997941286306,1.318698230423113,2953.661376953125
1911.671582592455,7.971206675938832,10609.9130859375
14346.053898427745,1.37900118111153,44416.64453125
1394.7374841127305,1.401101262542909,6079.8798828125
28997.40824781294,11.001941296769743,147250.140625
1230.8130197986839,1.3161509244244645,2430.36328125
898.5386559852141,1.3148764495360599,1853.7021484375
4371.3766354411355,5.626825127983386,1543.752197265625
41913.83651945079,11.956381240751858,263196.40625
3021.8344627617785,9.486830735478867,26832.056640625
3489.437778590848,10.999482054090336,35262.9609375
11046.726470352978,10.11570125295073,65302.796875
12293.772564376364,11.727897608472517,66034.6640625
2334.2819924391374,11.825527464067743,824.8228149414062
5942.087695947696,1.3833210126045845,9925.5390625
748.9520460874751,1.9067833530281302,1711.3831787109375
11175.684853130468,1.2454761201773348,28688.033203125
341.7359106691628,1.9038010195372266,472.083740234375
1365.0013552573218,2.0603015009870287,3561.098876953125
936.0141921068596,1.2470092370980925,3307.492919921875
1377.0060991199157,2.2406553827458495,3994.1640625
1081.8114912251938,2.9908570489037363,3961.938720703125
1475.2918106521543,6.8718597928721845,8404.31640625
3698.0543873442075,1.2628445514770963,6284.28173828125
2871.42738440523,7.4303260155232795,13178.5546875
633.5526690110416,1.4226729021716444,934.579345703125
2229.4281160466576,8.141146164695925,17310.943359375
14191.294415756593,10.003436461792393,80230.3125
6995.893320628115,5.511502443778561,5887.96337890625
1000.0525479571093,1.413538646401669,1917.0322265625
1493.5839824255133,2.5866431391997686,5839.90625
3306.723570616417,3.127415481422137,6862.376953125
3649.9655221357802,1.096850905677341,5332.5556640625
3175.2008619409853,1.1168886582898772,3391.0
1790.9193567996488,1.1799826291328124,3969.23828125
11000.95339049841,1.1968840386386645,28561.939453125
25582.249147023456,10.045192953090728,112081.609375
1305.7570245383517,3.4571687639720974,4222.0478515625
1167.743500903444,2.0400591862620843,1790.8411865234375
8044.07399770267,1.2613124401437457,16476.05078125
49174.05369030739,11.845425832063153,326024.78125
1794.7344345193465,9.27564694786341,11836.6181640625
4869.157013823882,9.433607339868225,32640.119140625
1032.9632620163654,6.17988633404866,3503.80126953125
1851.4295559453471,1.5128147975855821,1540.6363525390625
907.2273664117245,1.3830673661617308,1180.3603515625
939.1121145283502,4.877056656846042,1903.9102783203125
8013.68844379211,1.3258305432086672,15590.904296875
2381.5991255158233,4.626334747173695,10156.6865234375
341.181700593379,1.2689710641359806,320.84259033203125
1686.710979071419,1.0618759409069494,1837.296630859375
1526.7959488267072,1.0845119735671798,2657.201416015625
2793.8318878896016,1.0716527367634576,4898.91796875
15927.676399250304,1.2071220187422753,53775.078125
2520.2207489416414,1.0942809570096337,4476.109375
1496.6179046753052,1.2602910751132441,2395.453857421875
1617.2906210523508,1.2710135068374662,1702.4302978515625
2331.552365484232,3.1587109192927834,6989.70703125
1810.2951143021216,1.1932998997682809,1153.779541015625
1795.4231234835156,1.0268535018839131,3061.635009765625
1222.4498071779296,1.9772370187660222,1747.160400390625
4123.131748594467,2.042034802054175,6735.44775390625
55333.540153538415,1.365782755184492,423189.625
759.213570549459,3.8192422817421594,2552.676513671875
11978.070318641963,9.457283791612294,60559.62890625
23118.418438934747,9.416824783239994,100846.9921875
3659.176835191315,2.555827326587007,6037.2392578125
6418.930202207704,11.004398698729496,50426.19921875
